label	tokenized_title_okt
3	서울시 강남 학교 집중 금액 투자
0	삼성 갤럭시 워치 출격 출고 금액
6	특징 엠디 자회사 합병 급등
5	대회 개막 김정은 시대 공식 선언
4	뉴욕 센트럴 파크 거닐다 국가 기관 방문 금액 지지 과시
4	체포 가능성 귀국 정면 돌파 전국 시위 촉구
1	화천 산천어 축제 찾다 산타
0	국내 구진 종이 보드 만들다 성공
6	흥국 에프 엔비 분기 영업 적자 금액 적자 확대
2	앞두다 우리카드 현대 캐피탈 아가 문성민 출격
6	주택 매매 가격 상승 전환 전월세 오르다
0	개다 노트 충전 수치 제한 하루 늦추다
0	이하 업무 노트북 출시 인텔 아테나 프로젝트 인증
0	네이버 브이 라이브 신규 콘텐츠 여종 출시
5	국가안보실 사칭 이메일 발송 의혹 경찰 수사 의뢰
3	알코올 질환 교사 해임 부당 적절하다 치료 교육청 잘못
2	프로축구 전북 진통 손준호 입단 확정 계약
5	대통령 국회 막다 어떻다 국민 지지 호소
6	삼성 전자 액면 분할 결정 개인 거래 활발
0	누리 엔진 시험 발사체 발사 연기 이상 발견
2	커리 빠지다 골든 스테이 듀랜트 앞세우다 브루클린 승리
6	투자 전략 주식시장 단기 조정 그치다 가능성
6	웅진 에너지 금액 규모 배정 증자 결정
5	김정은 제재 반발 뉴욕 북미 접촉 통로 완전 차단
2	한국 남자배구 세계 선수권 중국 패배
6	라임 자산운용 펀드 수익률 돌려막기 의혹 사실 알다
2	종아리 부상 베일 유럽 챔스리그 뛰다
2	박지수 데뷔 다득점 시카고 득점
4	모잠비크 발견 항공기 파편 실종 말레 이기 잔해 가능성
4	혁명기념일 니스 광란 트럭 테러 사망 부상
1	디지털 스토리 추위 찜통 더위 날씨 이유
6	개국 발주 금액 프로젝트 들다 방한
1	등단 장석남 시인 시가 나르다 지키다 주다
5	영문 또는 공직자 고용 병적 증명서 인터넷 발급 가능
1	여행 크리스마스 달콤하다 키스 프라하 연인 되어다 보다
3	송일준 광주 사장
0	문자 연락 줄다 장애인 음성 안내 서비스
2	여자 축구 대표팀 지탱 베테
2	정석 감독 이정후 중요하다 해주다 예쁘다
5	국회 열리다 여야 전당대회 모드 당권 쟁탈전 시동
5	홍준표 너무 나가다 한국 남북 합의 대응 기조 갈등
1	재즈 피아니스트 김광민 앤드 아이 콘서트
6	현대 증권 삼성 수주 전무 보수 접근
0	평가 주기 평가 추가 장기 성과 점검
2	아시안 게임 건아 효과 누리다 남자 농구 몽골 잡고
3	김기태 신임 경기 일보 인천 본사 사장
0	게시판 아프리카 스포츠 피싱 페스티벌
4	터키 프랑스 국적 포로 본국 송환
2	야구 영웅 스즈키 이치로 메이저리그 은퇴
2	발목 부상 박지수 안도 한숨 코트 복귀
2	신인 홈런 알론소 신인상 수상 만장일치 실패
0	샤오미 애플 삼성 화웨이 자체 스마트폰
0	서지 통신 용량 급증 이통 대책 분주
5	박정희 이승만 참배 세월호 농성 방문 광폭 행보
0	광화문 평창올림픽 금액
4	시보 랴오닝 파키스탄 유언비어
0	개다 시장 과열 막다 방통위 이통 공조 구축
1	트럼프 건네다 조언 다양성 부의 창조 필수
0	와이브로 서비스 월말 종료 전환 금액
4	네덜란드 정부 나이키 특혜 의혹 심층 조사 착수
4	힐러리 진영 트럼프 감추다 납세 문제 공세
3	운전자 혼자 타다 관광버스 트럭 충돌 버스 기사 숨지다
5	정의용 북한 자다 다녀오다
0	지구 최강 생명체 물곰 영하 생존 비결 단백질
6	기아차 스팅어 출고 고객 금리 할부 혜택
6	경유 금액 눈앞 하락 세다 더디다
1	마법 클래식 기타리스트 데이비드 러셀 내한 공연
6	게시판 금투협 기업가 치평 실무 교육과정
3	보행자 안전 부산시 보행 안전 시설 일제 점검
1	만나다 역사 신간 사람 역사
4	중국 무제 반대 운동 블랙리스트 화웨이 알리바바
6	그래픽 코스피 망치
2	아시안 게임 이란 끝내다 김학범 회복 훈련 우즈베크
5	새롭다 보수당 서울시 금액 김성동
0	황창규 경영 고문 채용 모르다 차기 회장 선임 관여
2	금액 감독 성빈 김광현 타자 싸우다
5	긴급 대통령 기내 헌법 개정 완수 국민 담다 개헌안 마련
4	브렉 시트 떠나다 증오범죄 벌금 금액
5	김형오 국민 울다 보다 지도 부와 때문 참패
4	걸프 스타 두바이 후계 서울 시내 관광 셀카
4	스페인 극우 성향 복스 득세 유럽 난민 포퓰 리스트 쾌재
0	네이버 모바일 게임 장터 통합 순위 보여주다
1	서울 관광 재단 카카오 손잡다 한류 콘텐츠 관광 상품화
6	금융 샌드박스 개사 서비스 신청
2	생애 보이다 탬파베이 승만
5	유시민 압수수색 심각하다 오버 조국 위반 개도
4	볼턴 신부 입국 불허 확인 시민권 입증
4	마크 동아프리카 찾다 경제 군사 협력 강화 견제
4	북미 대화 재개 환영 정치 해결 지지
4	리비아 난민 시설 공습 전쟁범죄 용의 선상
6	특징 삼성 사주 매입 고려 발표 약세
5	대통령 북핵 불다 의지 실제 조치 연결
1	기습 폭설 제주 출근 대란 하늘 한때 마비 결항 속출
0	카카오 탑재 스마트폰 출시 스테이지 출고 금액
5	북한 많다 위성 발사 탐사
0	통해 도박 스팸 전송 방통위 수사의뢰
2	세인트루이스 김광현 명문 구단 입단 영광
2	유럽 챔스 이번 결정 레알 미소 바르사 울상
4	폼페이 김정은 현장 배치 제재 계속 언급
1	경기도 오존 주의보 해제 동부 미세먼지 주의보
6	두바이 가격 반등 달러 턱걸이
6	테스 분기 영업 이익 금액 수치 증가
6	금융 재정 공공기관 금액 연봉 금액 돌파 채용 축소
5	평양 정상회담 노동당 청사 방명록 작성 대통령
1	벌써 여름 최고 폭염 더위 피해 바다로
6	인사 나누다 손경 회장
3	금액 안철수 논문 표절 의혹 보도 기자 해고 무효
1	한국 연극 연출가 협회 연출가 박정 연출
3	게시판 서울 서대문구 연희 간판 개선 금액 모집
0	텔레콤 콘퍼런스 개최
2	프로농구 순위 유력 준형 코비 어빙
5	북악산 산행 대통령
4	로이터 심야 밉다 무역 협상 관련 브리핑
4	에콰도르 유가 인상 도시 마비 긴축 정책 반발 여론 거세지다
4	중앙 타지키스탄 교도소 금액 폭동 여명 사망
5	년내 달러 이상 이란 교역 확대
3	상위 직급 축소 직급 개편안 이사회 통과
3	방심위 좋다 프로그램 시상
4	홍콩 쇼핑몰 반중 집회 참가자 몸싸움
2	프로축구 인천 고사 라운드 영예
6	특징 건설 정부 가계부채 후속 조치 급락
2	런던 축구장 열리다 라이벌 양키스 레드삭스
5	국무회의 참석 박능후 보건복지부 장관
4	나이지리아 건물 붕괴 초등생 여명 갇히다
5	컴퓨터 배우다 북한 학생
1	개헌 논의 중요하다 대통령제
0	정확하다 구글 번역 이제 영어 공부 해도
4	메이 총리 월말 유럽의회 선거 참여 비상 계획 준비
6	한글주택 주택 브랜드 공작 론칭
4	총선 앞두다 나이지리아 지역 선관위 화재 전소
2	경기 출전 앞두다 부폰 지단 박치기 은퇴
5	정부 격상 조평통 성명 핵보유국 주장 궤변
1	파리 가을 공연 즐기다
1	세계 오페라 축제 개막
6	안타 투자 증권 발행 어음 미래 신규 수익 긍정
4	마르코스 아들 부통령 선두 다툼 독재 향수 속지 마르다
6	메이트 주가 급락 조회 공시 요구
0	정부 알뜰폰 수치 확대 수치 싸다 데이터 금제 출시
2	경기 무패 베다 감독 우리 옳다 방향 가다
4	두바이 택시 전화 호출 중단 전환
6	거래소 스튜디오 썸머 개선 계획 제출
4	공안 부장 전회 정치 사회 안정 강조
2	손흥민 마지막 경기 호골 재다
6	코트라 신용 보증 기금 손잡다 중소기업 금액
3	금액 보편 복지 확대 중앙정부 나서다
0	과기부 클라우드 기반 우수 정보보호 기술 지정
5	김연 통일부장관 면담 윤상현 금액
6	국내 사회 가치 민간 축제 린다
5	서로 격려 북한 여자 양궁 커브
0	심사 취하 신청 성실 의무 의문
0	쓰레기통 관리
1	가을 예술 문화 여행 떠나다 가을 여행 주간
4	에르도안 미사일 도입 철회 안해 차세대 미사일 검토
1	날씨 나들이 가기 좋다 일요일 금액 산지 가능성
5	스포츠 재단 금액 용역 빼다 실패
2	나경 펄펄 우리카드 한국전력 완파 연패 탈출
5	정부 핵실험 민간 남북 교류 신청 보류
2	셰이크 회장 평양 방문 방북 목적 언급
2	일본인 좌완 기쿠치 시범 경기 데뷔전 시속
1	노벨문학상 상소 시구 판매 급증
0	클리 스마트 가상현실 걸작 미술품 도로 감상
6	특징 애경 산업 코스피 상장 상승 공모 돌다
6	인터넷 은행 영업 상반기 신용 조회 회사 수치 늘다
6	주택 도시 보증 공사 뉴스 테이 민간 제안 사업 인기 후끈
6	중앙 오션 금액 규모 조선 블록 공급 계약
5	금액 대선 후보 일화 판단
5	정무수석 이정현 만나다 단식 중단 요청 대통령 걱정
4	터키 쿠르드 마을 점령 쿠르드 터키 공격 막다
1	조선 마지막 자주 개혁 기회 사나이
5	대통령 여야 대표 북핵 민생 회담
4	미국 민주화 운동 봉쇄 금액 밉다 감시 뚫다 귀국
0	헬로 라이브 인수 추진 실사 시작
4	청년 직장 교육 받다
5	일본 특위 침략 위로 명칭 변경 특사 파견 부적절
4	메르켈 푸틴 에르도안 통화 리비아 내전 문제 논의
2	그래픽 러시아월드컵 한국 멕시코 전력 분석
0	안드로이드폰 제조업체 구글 탑재 강요 러시아 통해
4	이란 군부 잇다 전쟁 불사 강경 발언 오다 대화 차단
4	러시아 극동 최대 향토 박물관 한국어 서비스 동참
5	속보 대통령 여야 대표 초당 협력 소재 부품 산업 경쟁력 강화
4	매체 예술 방중 띄우기 북한 중국 중시 보여주다
2	프로야구 시범 경기 날씨 고척 제외 모두 취소
2	손흥민 선수 파전 아궤로 벤테케 최대 경쟁자
5	퇴진 당론 딜레마 당론 해법 꼬이다
5	은산 분리 완화 공약 파기 알다 진입 규제 개선 이미 언급
4	이탈리아 집권 대표 유럽의회 선거 참패 사퇴
5	대통령 개헌안 다음 지방선거 대선 동시 실시 속보
1	사드 불똥 연변 용제 중단 위기
5	대통령 목선 경계 국민 제대로 알다 철저 점검
2	리버풀 찾다 손흥민 활용 스피드 살리다 공간 쇄도
1	빨르다 동해안 해수욕장 오다 개장
5	소위 금액 소위 여야 간사 참여
5	대통령 태릉선수촌 방문 리우 올림픽 대표 격려
3	해외 미디어 유료 타깃 젊다 겨눈 영미 언론사
1	붐비다 서울 아트
0	알뜰폰 사업자 미디어 로그 화웨이 전격 출시
0	쓰다 연구 장비 나누다 쓴다 국가 연구시설 장비 일제 정비
0	상용 누적 가입자 가구
2	스웨덴 독일 방패 북아일랜드 전서 찾다
5	한국 협상 참여 압박 강온 전략 임시국회 소집 요구
4	터키 리라 폭락 사태 비판 외신 기자 법정 출두
2	금액 아우 크스 다음 시즌 잔류 가능성
2	삼성 금액 판서 이닝 실점 직구 최고
2	프로농구 챔피언 차다 경기 세월호 희생 추모 묵념
4	홍콩 사업가 공안 사칭 보이스피싱 금액 피해
4	서울 뉴욕 세계 물가 비싸다 빵값 세계 최고
2	남자 축구 처음 개국 누락 조추첨
4	삼바 강렬하다 상파울루 공연 감동 무대
6	금액 허용 혁신 성장 규제 개혁 과제 건의
2	허정무 차고 김병지 막다 축구공 보내다 빅매치
1	연출가 호브 연극 올림픽 참가 마음 작업
0	앞뒤 나오다 국내 출시 전망
0	민간 해양 연구 국가 해양 연구 활용
6	팬클럽 이쁘다 큰누나 한국 심장 재단 금액 전달
4	알자지라 이란 폭발물 수거 영상 사건 시간 촬영
0	텔레콤 자율 행차 일반 도로 달린다 임시 운행 허가 획득
0	게시판 골프 여개 골프장 예약 서비스
4	무디스 오만 국가신용등급 크다 하향
0	어린이 네이버 가다 음성 안내 검색 제공
2	넥센 시즌 좌석 입장료 동결 스카이박스 인하
0	게시판 미래부 연구 재단 구비 관리 체계 평가 실시
1	제주도 산지 호우 주의보 최고 이상 많다
6	코르셋 코스닥 신규 상장
0	인포섹 통합 관제 서비스 개시
4	이라크 시위 대사관 습격 폭격 항의
2	모리뉴 감독 동안 선수 금액 써다
4	나치 피해 떠나다 유대인 후손 국적 취득 절차 개선
3	광주 방송 사옥 이전 기념 부작 드라마 제작
5	북한 권법 테러 방지법 탄력 받다 여야 논쟁 점화
4	송환 촉발 홍콩 여자친구 살인 대만 가다 자수
0	구비 다수 유용 교단 사실 추다 연구기관 책임 명시
1	신간 치즈 어디 오다 유연하다 사고
3	포털 뉴스 편집 독점 사라지다 언론사 대체
6	오클랜드 평균 집값 년내 넘다 이민 인구 증가 금액
1	미세먼지 나쁘다 도로 덥다
5	이방 보좌 비단 실내 신고 환하다
4	중국 달러 미국 제품 최고 수치 관세 부과
4	이스탄불 한국 영사관 한국 애니메이션 개최
6	국고 금리 일제 하락 년물 수치
2	프로농구 이르다 정규 리그 우승 확정
4	트럼프 불응 지시 먹히다 의회 자료 제출 동의 측근
4	필리핀 외무 남중국해 판결 배제 대화
0	블랙베리 금액 판매 실시
1	윤범모 국립 현대 미술관 소장품 전수 조사 완료 위작 발견
4	중국 경제 불안 보다 무섭다 미국 영향력
6	금액 달러 환율 나흘 상승
4	팔레스타인 가자지구 시위 유혈 참사 평화 멀다
6	코스닥 회계 위반 상폐 심사 대상 코스피 차별 없애다
6	금액 외국 금융 회사 대상 업무 설명 개최
2	오지환 박해민 포함 아시안 게임 예비 엔트리
2	프로농구 사상 최초 최저 연봉 챔프 우승 도전
6	포스코건설 춘천 촉진 구역 재건축 공사 수주
5	무수단 미사일 보완 시도 비행
3	해양경찰 입다 국민 다가가다
5	국방부 고체 연료 로켓 개발 추진단 엄중하다 인식
5	김정숙 여사 아이스하키 금액
6	상반기 가계 대출 금액 금융 고객 은행
6	정부 한국 정상화 투입 회생 최종 합의
5	금액 합의 불발 패스트 트랙 가능성
2	병혁 야구 세상 고요 폭풍 류현진 최대 무기
2	베다 투호 아시안컵 명단 확정 막판 생존 경쟁
6	롯데 정밀 화학 분기 영업 손실 적자 확대
5	대통령 도약 끊임없다 혁신 이루다
0	통신비 인하 다루다 사회 논의 기구 출범
4	외교 장관 마드리드 회담 불발 가능성 일정 조율 어렵다
1	궁장 녹다 경미 작가
1	태풍 솔릭 제주 접근 비상 모레 새벽 서울 통과
1	예술의전당 친일 논란 음악회 사과 신경 쓰다
2	호날두 포르투갈 헝가리 승리 연승 행진
2	한화 뒤지다 류중일 감독 유영준
0	주식 투자 야후 재팬 로봇 투자 상품 검토
2	구자철 금액 선발 아우 크스 호펜하임 패배
0	삼성 지능 시스템 무료 진단 서비스 개시 삼성 제공
5	김재형 대법관 후보자 아동학대 범죄 중대 양형 검토 필요
0	헬로모바일 선택 약정 추가 할인 이통 사의 갑절
1	게시판 인터파크 도서 개띠 작가 기획전
0	한국 국제 로밍 추진
3	지역 신문 사라지다 지자체 비용 증가 재정 악화
5	총리 김여정 김영남 고위 대표 오찬
1	오리 백조 이번 석촌호수 괴물
5	박근혜 정부 남북관계 최악 지경 비난
6	김동연 환시 개입 거래 공개 공개
5	국방부 미사일 도발 자제
5	민주 혁신 기술 벤처기업 차등 의결권 도입 적극 검토
6	에스티 아이 금액 규모 디스플레이 제조 장비 공급 계약
2	손흥민 시즌 호골 토트넘 유럽 챔스 아포엘
4	밀리다 들다 입국 어쩌나 해협 건너다 소형 보트 구조
0	강화하다 떠나다 고객 잡다 삼성 애플 안간힘
3	포즈 취하 성부 세르게이 사장
0	삼성 오다 연결 계속 높이다 개방 차별
0	아이폰 차세대 기기 헤드셋 출시 가능
5	안희정 급등 전인범 논란 악재 직면 돌파 카드 찾다
5	김학용 간부 전역 절반 군인 연금 받다
4	밉다 무역 전쟁 중국 떠나다 기업 수치 불과
4	이란 금액 유수 입금 개국 한시 예외 연장
5	체제 본회의 국민의당 금액 샷법 공조 체제
6	파티 게임 의견 거절 감사 의견 받다
6	금액 테라 세미 흡수 합병 거래 정지
0	화합물 짝꿍 단백질 찾다 새롭다 개발
6	금액 상사 주다 금액 분기 배당
6	코오롱 글로벌 금액 규모 주택 신축 공사 수주
3	파업 채용 인력 근로 계약 유지
1	교향악단 거장 호흡 브람스
0	페이 구글 나우 소개 광고
5	정부 플루토늄 생산 주장 안보리 대응 방안 협의
2	코트 하나 남북 농구 선수 가슴 평화 번영
0	글로벌 기업 참여 개방 네트워크 표준 도입
6	기업은행 금액 규모 조건 순위 지속 가능 채권 발행
4	폴란드 네트워크 안보 협력 화웨이 견제
2	즐라탄 행선 크다 소식 알다 드리다
6	삼성 물산 공격 엘리엇 검찰조사 받다
6	사무 금융 노조 금융 금액 여성 수치 그치다
1	한민족 역사 시작 천년 앞당기다
4	사우디 예멘 반군 폭격 반군 수감자 여명 사망
6	통화 금융 대책 회의 개최 애플 쇼크 영향 점검
1	겨울왕국 스크린 보고 오케스트라 연주 듣다
1	축제 끝나다 여운 금액 개방
3	남북정상회담 기념 학술 회의
3	성매매 업다 운영 경찰 간부 뇌물수수 혐의 추가 기소
2	류현진 콜로라도 제물 생애 홈런
5	지지자 출마 선언 신용 대통령 직속 금액
0	정통부 정보보호 공시 검증 절차 폐지
2	맨유 금액 리즈 임박 영국 언론
6	카드 얼굴 결제 혁신 금융 서비스
0	아이폰 국내 순조 출시 요금 할인 수치 육박
2	사이영상 디그 메츠 금액
1	전통춤 창작 한자리 한국 무용 제전 개최
5	민주 당직 대상 공공기관 수요 조사
6	서울 모터쇼 벤츠 스포츠카 성능 콘셉트카 공개
2	다저스 신인 포수 스미스 류현진 호흡 무척 쉽다
1	세종 문화 회관 미술관 정체 확립 목표 기획 전시 확대
0	취향 저격 문화 콘텐츠 레이 바람
2	재미 싸움 손보 한국전력 세트 역전승
1	더위 식히다 물벼락
2	류중일 감독 칭찬 오지환 수비 안정감 생기다
5	자유 북한 방송 대표 경북 양강도 폭우 인명 피해
3	지역 언론 톺다 전북 언론사 발간
5	학교 비정규직 지방선거 출마 합동 기자회견
3	금액 효창운동장 효창 독립 금액
1	서울대 미술관 시간 보다 열다
5	김정은 기상 외한 국가 최고 지도자 자리 고안 수도
4	레바논 사흘 거리 시위 정권 퇴진 요구
0	캐치 히어로즈 이벤트 진행
5	박영수 특검 기록 검토 요청 서울 만날
0	과학기술 출연 기관 협의 회장 김명준 금액
0	스모 바일 라인 웍스 글로벌 고객 돌파
0	어디 서든 초고 인터넷 이용
2	전북 무너 뜨다 인천 선민 리그
5	대통령 민심 달래다 전대 논란 정치 해석 안타깝다
6	국보 부산 남천동 토지 건물 금액 취득
6	코스피 기관 매도 공세 거래 하락 털썩
2	가을 야구 불안 요소 떠오르다 천적 두산
5	초과 생산 전량 연내 일괄 추진
4	트럼프 불참 아시아 미국 존재 저하 불보듯
4	홍콩 선거 혁명 민주 진영 쓸다 친중파 멸종
1	평창 금액 올림픽 무료 개방
2	뉴올리언스 론도 신들리다 도움 골든 스테이 점차
6	하도급 가다 대우조선 건설 입찰 금지
4	잃어버리다 지갑 현금 많이 들다 돌아오다 가능성 크다
5	대통령 국정 지지도 수치 내리다 리얼미터
6	금리 우대 부동산 전자 계약 서울 전역 확대
4	지배 세계 위험 전직 장성 주장
0	고동진 삼성 더블 세계 최초 타이틀 뺏다
5	대통령 고유 전통 문화 산업 입히다
2	다르다 요스바 금액 현대 캐피탈 재수 금액 성취
5	정세균 국회 다운 국민 국회 만들다 때론 강경하다 필요
6	하나은행 금공 한부모 가족 전세 대출 요건 완화 금리인하
4	홍콩 정부 트럼프 홍콩인 권법 서명 맹비 시위 환호
0	바이오 창업 활성화 펀드 새롭다 조성
2	박용택 선발 제외 유강남 지명타자 선발 출전
6	삼성 증권 판매 달러 채권 수익률 수치 넘다
1	승효상 건축 인생 파라다이스 개인
1	확실하다 편하다 빠르다 동서 고속도로 개통 달다 보다
6	현대차 현대차 증권 금액 매수
4	컴퓨터 매달리다 아들 나무라다 아버지 호주 가정 비극
2	안방 금액 받다 전북 트리오 고향 기분
5	대통령 러시아 가스 전기 남북한 일본 공급 수도 속보
6	중국 부동산 규제 상하이 집값 하락
1	연상 아내 두다 대선 주자 프랑스 사랑 문학 보다
2	이승우 바르셀로나 승격 가능성
0	단말기 자급 논란 확대 여부 시장 효과 놓다 이견 심해 난항 예고
4	트럼프 사위 대선 개입 페북 광고 수준 특검 해악
6	금액 주권 상장법인 감사 등록 신청서 서식 제정
6	현대 중공업 유상증자 청약 수치 금액 조달 성공
4	김정은 돌아가다 블라디 역서 환송 행사
1	끝나다 겨울 평창 휘팍 스키장 월말 운영
2	강등 죽이다 협박 브라질 축구 구단 사장 사임
1	문화 재청 국가 무형문화재 공개 행사
6	홈플러스 매장 매각 재임 추진
0	이통 장학생 수백 미래부 자문 구성 미궁
5	정치 개혁 소위 공직선거법 개정안 심의
5	총리 소득 주도 성장 정책 효과 기대 속도 안나 아쉽다
3	환영 사하다 효성 금액
6	한미 반도체 금액 반도체 제조 장비 공급 계약
2	타자 타점 결승 루타 작렬 경기 연속 장타
4	미군 북부 시리아 천명 철수 준비 이미 이동
1	신세계 조선 호텔 국립 전통예술 학생 장학금 금액
4	네덜란드 상대방 금액 성관계 성폭행 처벌 추진
6	금화 스시 건설 규모 공급 계약
2	박건우 삭발 인제 그만 초반 겁니다
5	용역 대금 떼이다 현장 업무 보고 후속 조치
6	서울 아파트 주간 셋값 상승 최저
4	밉다 중정 통화 서다 회담 개최 무역 북핵 논의
5	정부 국민 헌법 자문 특위 운영 경비 금액 책정
4	브렉 시트 혼란 분명하다 입장 제시
4	중러 외교 장관 뉴욕 전략 밀월 강화 공감
5	대통령 허다 익범 특검
0	분기 세계 스마트워치 판매 만대 수치 성장
6	코스피 연속 상승 회복
5	금액 연맹 금액 환담 이낙연 총리
1	대구 경북 흐리다 조금 기온
2	즐라탄 주급 사상 최고 금액
4	리비아 하프 타르 이탈리아 깜짝 방문 콘테 총리 휴전 촉구
5	최룡해 이끌다 대표 사망 카스트로 조의
6	코스피 기관 매도 하락 출발 후퇴
5	대통령 트럼프 미사일 지침 탄두 중량 제한 해제 전격 합의
4	이란 중동 주둔 미군 테러 조직 지정
3	여의도 검찰 개혁 촛불집회 계속 설치
5	대통령 추격 경제 한계 가치 선도 추다 산업화
0	클리 스마트 마시다 차갑다 가죽 구두 변신 세균 효모 활동 탄생
5	총선 참패 금액 진단 언론 상대 설문조사
0	인프라 도입 구축 경쟁력 강화
0	종이 키트 노로바이러스 진단
4	우주정거장 민간인 우주관광 재개 예정 당국 계약 체결
5	북한 수치 감소 추정 마이너스 성장
1	불황 퇴보하다 공연 시장 공연장 가동 수치 위태
5	이낙연 총리 김종호 금액 사무 총장 임명장
6	부동산 대출 쏠리다 현상 금융 상품 소비자 경보 발령
4	서아프리카 말리 군기지 무장 괴한 피습 최소 사망
0	가입자 육박 조기 상용 효과
2	금액 대한항공 감독 체제 방심 금물
4	대만 이상 고온 전력 사용 사상 최대 전력 수급 비상
2	한국전력 배다 연고 금액 잔류 확정 계약
4	터키 시리아 북부 작전 터키 중동 몰다 넣다
2	월드컵 미국 매체 한국 참가 의의 두다 수준
0	한국 미생물 연구 필요 과학기술 연구 투자 촉구
2	배구 모르다 예나 체력 회복 보강 운동
1	전시장 만나다 러빙 빈센트
5	국민의당 금액 금액 대표 추대 급부 러닝 메이트 김성식
5	대통령 사람 중심 경제 용성 가능 여성 역량 강화하다
4	태국 군부 주도 개헌안 논란 민정 양은 언제
1	메르스 쇼크 외국인 관광객 줄다
2	금액 대한항공 감독 통합 우승 남다 경기 총력전
2	미국 전국 중계 단골 류현진 평균자책점 위용 뽐내다
2	이승엽 야구 장학재단 대구 공식 출범
5	북한 김정은 건일 금수산 궁전 참배
2	심장병 어린이 돕기 희망 농구 올스타 개최
1	신간 아이디어 고갈 디자이너
6	보사 사태 제약 바이오 금액 증발
2	김태형 감독 포수 우리 투수 파악 먼저
6	하나은행 베다 금액 생산 금융 금액 투자
2	남북통일 농구 나선 박혜진 진짜 하나 느낌 받다
1	대전 시간 지성 호우 내리다
0	아이폰 만대 개통 추정 전작 수치
2	프로농구 두경민 바라보다 결혼식 날짜 바꾸다
1	개헌 중요하다 새롭다 법질서 정립
6	하나은행 부스 둘러보다 최종 금액
1	현역 화가 김병기 장거리 선수 예술 완성
2	배구 공격 득점 박정아 주다
5	대통령 한중일 혁신 기반 성장 세계 경제 주도하다
6	방콕 아시아 글로벌 파트너 사업 개최
2	한화 이글스 고지역 학교 야구 용품 금액
2	노경은 파다 이닝 실점 질롱 끝내기
2	듀랜트 골든 스테이 밀워키 꺾다 선두 고수
1	승차권 예매 주요 북새통 서울역 몰리다
2	이승우 사인 요청 쇄도 이근호 런웨이 불참
6	씨티 은행 하나카드 생명 손보 금액
6	알서포트 금액 규모 사주 신탁 계약 해지
2	시즌 루타 종아리 통증 교체
0	한글과컴퓨터 이나무 캐릭터 활용 웹툰 제작 추진
2	작전 승리 손해 보험 가빈 앞세우다 한국전력 역전승
2	울산 금액 무승부 인천 금액 꺾다
5	경제 분야 정부 질문 심재철 김동연 대면 예상
2	화이트 시즌 프로농구 경쟁
0	바이러스 규명 전자현미경 연구 유용
6	브라질 법정관리 신청 기업 급증 부채 규모 금액 넘다
2	말컹 멀티골 경남 대구 장골 허용 무승부
4	인종차별 규탄 아랑곳 트럼프 이기다 싸움
0	온라인 개인 정보보호 자율 규제 시범 운영 실시
2	매체 류현진 양키스 홈런 폭탄 무너지다
0	증강현실 알파 포켓몬 세다 광풍
0	스타워즈 알투디투 같다 로봇 일본 개발
4	푸틴 사우디 국왕 통화 금액 유시 공조 지속 합의
2	제임스 버저비터 클리블랜드 토론토 상대 연승
4	사우디 석유 시설 공격 주체 지목 신중 이란 책임
2	쌍둥이 아빠 윌슨 트윈스 입단 운명
6	파티 게임 영진 배임 혐의 고소
3	국회 금액 관계자 입법 사관 몸싸움 경찰 출동
5	단독 탈출 북한 식당 금액 국내 입국
0	위촉 전달 김성수 과학기술 혁신 본부장
5	정진석 이상 중진 대위 혁신 인선 논의
6	악재 금융시장 출렁 주가 금액 채권
4	가자지구 사흘 충돌 사망 트럼프 이스라엘 수치 지지
4	이스라엘 가자지구 어업 구역 축소 로켓포 발사 대응
4	방위 초계기 근접 비행 주장 정확하다
5	그래픽 남북정상회담 주요 일정
4	오스트리아 우체국 개인정보 판매 금액 벌금
1	경기도 오존 주의보 발령
6	증시 대외 변수 관건 투자 매력 순위
1	베스트셀러 매디슨 카운티 다리 뮤지컬 무대
2	예나 대한항공 화재 승리 연승
2	톰시아 판정 기업은행 흥국생명 완파
2	어스 필드 극복 류현진 사이영상 투표 위도 탈환
4	여성 금액 후보 브뤼셀 방문 융커 투스크
6	여름철 래시 가드 판매 쑥쑥
4	현금 많다 부도 믿다 중국 기업 회계감사
6	우리은행 부스 테크 체험 최종 금액
4	프랑스 이란 탄도미사일 개발 놓다 설전
4	스즈키 자동차 검사 부정 만대 리콜 계획
0	월드컵 생생하다 현장 중계
5	회의실 열리다 보좌 회의
5	백두산 발전소 도전 강행 상자 속출
5	김연 통일부장관 악수 윤상현 금액
6	용선 협상 먹구름 한진해운 고비 넘기다
4	멕시코 대통령 이민 억제 미국 중미 투자 협상 진전
4	카슈끄 사건 보은 사우디 왕세자 파키스탄 투자 보따리
2	뽑다 농구 스타 누구 올스타전 투표 실시
3	울산 방송 이희진 카메라맨 베스트 카메라 감독 수상
5	민주 한국 안위 소위 충돌 따르다 소집 날치기 진행
5	보수 야당 열리다 협치 내각 카드 대통령 개각 넓히다
5	조배숙 평화 걸음 진전 문재인 정부 자다
4	운동 행사 시진핑 청년 애국 주의 계승
3	사장 방위 출석 성명 발표 한국 금액
0	네이버 클라우드 플랫폼 업계 최초 나라장터 등록
0	이세돌 알파 집중 사람 이기다 어렵다 일문일답
0	전자 비다 로고 상표 금액
1	경기 남부 새벽 출근길 불편 예상
5	귀환 남북통일 농구 대표
2	미국 언론 역사 보내다 류현진 야구 한류
